Gender,Race,Age,City,State,Weapon,Relationship,Solved,KMeans_Cluster,GMM_Cluster,DBSCAN_Cluster
Male,Black,22,Philadelphia,Pennsylvania,Handgun,Acquaintance,Yes,1,3,33
Male,White,24,Meade,Kentucky,Handgun,Stranger,Yes,1,1,-1
Male,Black,27,New York,New York,Handgun,Stranger,No,1,2,3
Male,White,39,Coshocton,Ohio,Handgun,Acquaintance,Yes,1,1,-1
Male,Black,16,New York,New York,Firearm,Friend,Yes,1,2,-1
Male,White,37,Anne Arundel,Maryland,Handgun,Stranger,Yes,1,4,-1
Male,White,0,Monmouth,New Jersey,Blunt Object,Friend,Yes,1,1,-1
Male,Black,19,Philadelphia,Pennsylvania,Handgun,,Yes,1,3,33
Male,Black,17,Harris,Texas,Handgun,,Yes,1,2,63
Male,Black,29,Forrest,Mississippi,Knife,Boyfriend,Yes,1,2,-1
Male,White,16,Bernalillo,New Mexico,Handgun,Acquaintance,Yes,1,2,-1
Male,Asian/Pacific Islander,15,San Francisco,California,Handgun,,No,1,3,-1
Male,Black,28,Cook,Illinois,Handgun,Acquaintance,Yes,1,3,28
Female,Black,15,Wayne,Michigan,Blunt Object,Acquaintance,Yes,1,2,-1
Male,White,42,Franklin,Ohio,Knife,Acquaintance,Yes,0,2,-1
Male,Black,42,Dade,Florida,Handgun,,No,1,2,21
Male,Black,26,Chatham,Georgia,Handgun,,No,1,3,-1
Male,White,58,Solano,California,Blunt Object,Stranger,No,0,4,-1
Male,Black,24,Providence,Rhodes Island,Firearm,Acquaintance,Yes,1,3,-1
Male,Black,23,Baltimore city,Maryland,Handgun,,No,1,2,6
Female,White,35,Page,Virginia,Handgun,Wife,Yes,1,0,-1
Male,Black,23,East Baton Rouge,Louisiana,Handgun,Acquaintance,Yes,1,3,15
Male,Native American/Alaska Native,20,Maricopa,Arizona,Handgun,Stranger,Yes,1,3,-1
Male,White,38,Monroe,New York,Shotgun,Acquaintance,Yes,1,2,-1
Male,Black,21,New York,New York,Handgun,,No,1,2,7
Male,White,54,Los Angeles,California,Knife,Acquaintance,Yes,0,2,35
Female,White,29,Bristol,Massachusetts,Knife,,No,1,4,-1
Male,Black,34,New York,New York,Knife,,No,1,2,18
Male,White,30,Hancock,Mississippi,Handgun,Stranger,Yes,1,4,-1
Male,Black,18,New York,New York,Handgun,,Yes,1,2,7
Male,White,33,Jerome,Idaho,Shotgun,Boyfriend/Girlfriend,Yes,1,1,-1
Male,White,25,Riverside,California,Handgun,Stranger,No,1,2,-1
Male,White,31,Panola,Texas,Handgun,Acquaintance,Yes,1,4,-1
Male,White,34,Llano,Texas,Rifle,Acquaintance,Yes,1,1,-1
Female,Black,34,Denver,Colorado,Knife,,No,1,2,-1
Male,Black,15,Milwaukee,Wisconsin,Handgun,Stranger,Yes,1,2,-1
Male,Black,99,Craven,North Carolina,,Acquaintance,Yes,0,2,-1
Female,White,35,San Francisco,California,Handgun,Stranger,No,1,2,-1
Male,White,25,Woodson,Kansas,,,Yes,1,1,-1
Male,Black,36,Iredell,North Carolina,Knife,Friend,Yes,1,3,-1
Male,White,29,Los Angeles,California,Handgun,,Yes,1,2,16
Male,Black,19,Bexar,Texas,Shotgun,,Yes,1,2,-1
Male,Black,1,Cook,Illinois,Blunt Object,Son,Yes,1,3,-1
Male,White,36,De Kalb,Georgia,Handgun,Stranger,Yes,1,2,-1
Male,White,20,Orange,California,Handgun,,No,1,2,0
Male,Black,40,St. Louis city,Missouri,Firearm,Stranger,No,1,2,-1
Male,White,31,Franklin,Ohio,Knife,,Yes,1,2,-1
Male,Black,65,Cross,Arkansas,Drowning,Stranger,No,0,4,-1
Female,White,77,Colleton,South Carolina,Blunt Object,Stranger,Yes,0,2,-1
Female,White,35,Los Angeles,California,Strangulation,,No,1,2,-1
Male,White,27,Orange,Texas,Shotgun,Acquaintance,Yes,1,2,-1
Male,White,30,Greene,Missouri,Handgun,Stranger,Yes,1,2,-1
Male,White,16,Oktibbeha,Mississippi,Handgun,Stranger,Yes,1,1,-1
Male,Black,16,Philadelphia,Pennsylvania,Fire,,No,1,3,-1
Male,Black,27,Maury,Tennessee,Firearm,,No,1,3,-1
Female,White,63,Stanislaus,California,Handgun,Stranger,No,0,2,-1
Male,White,74,San Joaquin,California,Knife,Father,Yes,0,2,-1
Male,Black,21,Oklahoma,Oklahoma,Shotgun,Acquaintance,Yes,1,3,-1
Male,Black,18,Cook,Illinois,Handgun,Neighbor,Yes,1,2,-1
Female,Black,36,East Baton Rouge,Louisiana,Strangulation,,No,1,0,-1
Male,Black,3,San Francisco,California,Blunt Object,Son,Yes,1,3,-1
Male,Black,24,Riverside,California,Handgun,Stranger,Yes,1,2,-1
Male,Black,26,Lake,Indiana,Handgun,,No,1,3,56
Male,White,0,Hansford,Texas,Suffocation,,Yes,1,1,-1
Male,White,31,Los Angeles,California,Handgun,,No,1,2,16
Male,Black,18,Los Angeles,California,Handgun,,Yes,1,3,27
Female,Black,29,Hillsborough,Florida,,,No,1,2,-1
Male,White,77,Trumbull,Ohio,Knife,Acquaintance,Yes,0,2,-1
Male,Black,17,San Diego,California,Handgun,,No,1,2,-1
Male,Black,25,Contra Costa,California,Handgun,,No,1,2,-1
Male,White,17,Los Angeles,California,Handgun,,Yes,1,2,16
Male,Black,63,San Bernardino,California,Blunt Object,,Yes,0,2,-1
Female,White,22,Iowa,Iowa,Knife,,No,1,0,-1
Male,Black,54,Fulton,Georgia,Blunt Object,Acquaintance,Yes,0,3,-1
Male,Black,99,Hinds,Mississippi,Firearm,,No,0,3,-1
Male,Black,20,Genesee,Michigan,Knife,Acquaintance,Yes,1,2,-1
Male,Black,16,New York,New York,Handgun,,No,1,2,7
Male,White,26,Alameda,California,Knife,Stranger,Yes,1,2,-1
Female,Black,84,Baltimore,Maryland,Handgun,,No,0,2,-1
Male,White,28,Polk,Florida,Rifle,In-Law,Yes,1,2,-1
Male,Black,26,Beaufort,North Carolina,Shotgun,Stranger,Yes,1,4,-1
Male,White,21,Denver,Colorado,Handgun,Stranger,Yes,1,2,-1
Female,Black,21,Shelby,Tennessee,Shotgun,Girlfriend,Yes,1,2,-1
Male,White,21,Ulster,New York,Shotgun,,No,1,1,-1
Female,White,54,Los Angeles,California,Knife,Mother,Yes,0,2,-1
Male,Black,25,Olmsted,Minnesota,Knife,Stranger,Yes,1,4,-1
Male,White,41,Palm Beach,Florida,Handgun,,Yes,1,2,-1
Female,White,52,Stark,North Dakota,,,No,0,4,-1
Male,Black,29,St. Clair,Illinois,Knife,,No,1,3,-1
Male,White,26,New York,New York,Shotgun,Stranger,No,1,2,-1
Male,Black,48,Erie,New York,Firearm,,Yes,0,3,-1
Male,Black,82,Allegheny,Pennsylvania,Blunt Object,Neighbor,Yes,0,2,-1
Male,White,25,Vernon,Louisiana,Handgun,Common-Law Husband,Yes,1,1,-1
Female,White,39,Bergen,New Jersey,Handgun,,Yes,0,4,-1
Male,Black,43,Baltimore city,Maryland,Blunt Object,,Yes,1,2,-1
Male,,44,District of Columbia,District of Columbia,Blunt Object,,Yes,0,2,-1
Male,White,1,San Diego,California,,Son,Yes,1,2,-1
Male,White,60,Clark,Indiana,Firearm,,No,0,2,-1
Male,White,26,Cook,Illinois,Handgun,Stranger,Yes,1,2,-1
Male,Black,15,Philadelphia,Pennsylvania,Handgun,Acquaintance,Yes,1,3,33
Male,White,29,Hillsborough,Florida,,Friend,Yes,1,2,-1
Female,White,30,Comanche,Oklahoma,,,No,1,4,-1
Female,White,66,Clayton,Georgia,Knife,,No,0,2,-1
Male,Black,16,Cuyahoga,Ohio,Handgun,,Yes,1,2,25
Male,White,57,Vance,North Carolina,Handgun,,No,0,4,-1
Male,Black,25,Los Angeles,California,,,No,1,3,27
Male,Black,40,Atlantic,New Jersey,Knife,Acquaintance,Yes,1,2,-1
Male,Black,21,St. Louis city,Missouri,Firearm,,Yes,1,2,69
Male,Black,37,Baltimore city,Maryland,Handgun,Acquaintance,Yes,1,2,6
Male,Black,19,New York,New York,Knife,,No,1,2,18
Male,Black,32,New York,New York,Handgun,Stranger,No,1,2,3
Male,Black,15,Caddo,Louisiana,Handgun,Friend,Yes,1,2,-1
Male,White,27,Spokane,Washington,Handgun,Stranger,Yes,1,2,-1
Male,White,21,Bexar,Texas,Firearm,Friend,Yes,1,2,-1
Female,White,21,La Salle,Illinois,Handgun,Acquaintance,Yes,1,0,-1
Female,White,22,Providence,Rhodes Island,Firearm,Girlfriend,Yes,1,0,-1
Male,White,41,Dade,Florida,Handgun,,Yes,1,2,9
Male,Black,31,Mobile,Alabama,,,No,1,2,71
Male,Black,67,New York,New York,Knife,Father,Yes,0,2,-1
Male,Black,20,New York,New York,Handgun,,No,1,2,7
Male,Black,26,District of Columbia,District of Columbia,Knife,Acquaintance,Yes,1,2,-1
Female,Black,25,Duval,Florida,Rifle,Girlfriend,Yes,1,2,-1
Male,Black,25,Wayne,Michigan,Handgun,,No,1,3,17
Male,Black,53,Wayne,Michigan,Knife,Stranger,Yes,0,3,-1
Male,Black,20,Marion,Indiana,Handgun,,No,1,2,13
Female,White,33,St. Joseph,Indiana,,,No,1,4,-1
Male,Black,41,New York,New York,Handgun,,Yes,1,2,7
Male,Black,99,Lake,Indiana,Handgun,,No,0,3,-1
Male,White,43,Horry,South Carolina,Blunt Object,Acquaintance,Yes,0,4,-1
Male,White,29,New Castle,Delaware,Handgun,,No,1,2,-1
Female,White,19,Montgomery,Maryland,Blunt Object,,Yes,1,2,-1
Male,Black,25,San Diego,California,Handgun,,No,1,2,-1
Male,White,31,New York,New York,Handgun,,Yes,1,2,1
Male,White,25,Lee,Virginia,Knife,Boyfriend,Yes,1,4,-1
Male,White,34,St. John the Baptist,Louisiana,Gun,Stranger,Yes,1,1,-1
Male,Black,41,Jefferson,Kentucky,Handgun,Acquaintance,Yes,1,2,86
Male,Black,51,Hartford,Connecticut,Handgun,,No,0,3,-1
Female,Black,45,Harris,Texas,Blunt Object,Wife,Yes,0,2,-1
Male,White,64,Dade,Florida,Handgun,,No,0,2,9
Female,Black,3,Rockdale,Georgia,Knife,Daughter,Yes,1,0,-1
Male,Black,71,Montgomery,Ohio,Handgun,Stranger,No,0,2,-1
Female,Black,96,Butler,Alabama,Handgun,Common-Law Wife,Yes,0,2,-1
Male,White,35,Anderson,Tennessee,Handgun,Acquaintance,Yes,1,2,-1
Female,White,75,Los Angeles,California,Knife,Stranger,Yes,0,2,-1
Male,Black,30,Baltimore city,Maryland,Handgun,Acquaintance,Yes,1,2,6
Male,White,29,Dimmit,Texas,Blunt Object,Acquaintance,Yes,1,1,-1
Female,White,29,Chatham,Georgia,Handgun,Acquaintance,Yes,1,4,-1
Male,White,60,Essex,New Jersey,Blunt Object,Stranger,Yes,0,2,-1
Female,White,69,New Haven,Connecticut,,Family,Yes,0,2,-1
Male,Black,19,Mecklenburg,North Carolina,Handgun,Acquaintance,Yes,1,3,-1
Female,Black,43,New York,New York,Knife,Mother,Yes,0,2,-1
Male,Black,14,Wayne,Michigan,Shotgun,Stranger,Yes,1,3,-1
Male,Black,25,New York,New York,Handgun,,Yes,1,2,7
Male,White,28,Camden,New Jersey,Handgun,Stranger,Yes,1,4,-1
Male,White,28,Los Angeles,California,Rifle,Friend,Yes,1,2,-1
Male,Black,18,Marion,Indiana,Handgun,Stranger,Yes,1,2,-1
Male,Black,21,Mobile,Alabama,Handgun,,No,1,2,71
Male,White,42,Arapahoe,Colorado,Firearm,,No,0,1,-1
Male,Black,16,Wayne,Michigan,Handgun,Friend,Yes,1,3,-1
Male,Black,41,De Kalb,Georgia,Shotgun,Acquaintance,Yes,1,2,-1
Male,White,33,Durham,North Carolina,Handgun,Husband,Yes,1,2,-1
Male,Black,52,Milwaukee,Wisconsin,Handgun,Acquaintance,Yes,0,2,30
Male,White,49,Harris,Texas,Knife,Stranger,Yes,0,2,-1
Female,White,48,Wilson,Tennessee,Firearm,Stranger,Yes,0,4,-1
Male,Black,38,Oakland,Michigan,Handgun,Acquaintance,Yes,1,2,-1
Male,Black,17,Camden,New Jersey,Handgun,,No,1,3,-1
Male,Black,29,Pinellas,Florida,Handgun,Stranger,Yes,1,2,-1
Male,Black,37,Harris,Texas,Knife,Acquaintance,Yes,1,2,-1
Male,White,34,Los Angeles,California,Handgun,Acquaintance,Yes,1,2,16
Male,White,50,Philadelphia,Pennsylvania,Blunt Object,,No,0,2,-1
Male,White,24,Hennepin,Minnesota,Blunt Object,Acquaintance,Yes,1,2,-1
Female,White,11,Hall,Georgia,,Neighbor,Yes,1,0,-1
Male,White,29,Cook,Illinois,Handgun,,Yes,1,2,41
Female,White,19,Plaquemines,Louisiana,Fire,Girlfriend,Yes,1,0,-1
Female,Black,72,Los Angeles,California,Blunt Object,Family,Yes,0,2,-1
Male,White,55,Marshall,Mississippi,Handgun,In-Law,Yes,0,4,-1
Male,White,23,McCurtain,Oklahoma,Handgun,Acquaintance,Yes,1,1,-1
Male,White,33,Gaston,North Carolina,Rifle,Acquaintance,Yes,1,2,-1
Male,White,31,Multnomah,Oregon,,,No,1,2,-1
Male,White,52,Clark,Nevada,Shotgun,Stranger,Yes,0,2,-1
Female,White,31,Jackson,Missouri,Knife,,No,1,2,-1
Male,Black,45,Lake,Indiana,Handgun,,No,1,3,56
Male,Black,68,Baltimore city,Maryland,Handgun,,No,0,2,6
Female,White,39,Sacramento,California,Rifle,Acquaintance,Yes,0,2,-1
Male,White,25,Tulsa,Oklahoma,Knife,Neighbor,Yes,1,2,-1
Male,Black,4,New York,New York,Knife,,Yes,1,2,18
Male,Black,34,Halifax,Virginia,Handgun,Acquaintance,Yes,1,3,-1
Male,White,60,Lawrence,Pennsylvania,Blunt Object,Stranger,Yes,0,4,-1
Male,White,53,Clark,Nevada,Handgun,Acquaintance,Yes,0,2,78
Male,Black,30,Dallas,Texas,Handgun,,Yes,1,2,23
Male,Black,37,Los Angeles,California,Handgun,Boyfriend/Girlfriend,Yes,1,3,-1
Male,White,28,Harris,Texas,Knife,,No,1,2,72
Female,White,36,New Castle,Delaware,Handgun,Girlfriend,Yes,1,2,-1
Male,Black,32,Baltimore city,Maryland,Blunt Object,,No,1,2,-1
Male,White,51,Davidson,Tennessee,Knife,,Yes,0,2,-1
Male,White,20,New York,New York,,,No,1,2,1
Male,Black,54,Los Angeles,California,Handgun,Boyfriend,Yes,0,3,-1
Male,Black,34,Lake,Indiana,Handgun,,No,1,3,56
Female,White,27,Jackson,Michigan,Shotgun,Girlfriend,Yes,1,2,-1
Male,White,20,Maricopa,Arizona,,Stranger,Yes,1,2,65
Male,Black,38,Providence,Rhodes Island,Handgun,,No,1,3,-1
Male,White,99,Jasper,Missouri,Blunt Object,,Yes,0,2,-1
Male,White,28,Hampden,Massachusetts,Firearm,,Yes,1,2,-1
Female,White,67,Oakland,Michigan,Suffocation,Acquaintance,Yes,0,2,-1
Male,White,18,Orange,California,Handgun,,Yes,1,2,0
Male,Black,33,San Joaquin,California,Handgun,Acquaintance,Yes,1,2,-1
Male,White,29,Sonoma,California,Rifle,Stranger,Yes,1,4,-1
Male,White,26,Jefferson,Alabama,Handgun,,No,1,2,-1
Male,White,19,Wayne,Michigan,Handgun,Stranger,No,1,2,-1
Female,Black,20,Orleans,Louisiana,Rifle,,No,1,2,-1
Male,White,56,Bexar,Texas,Blunt Object,,Yes,0,2,-1
Male,Black,41,Dauphin,Pennsylvania,Firearm,,Yes,1,3,-1
Male,White,24,Orange,California,Drowning,Acquaintance,Yes,1,1,-1
Male,Black,29,Franklin,Ohio,Handgun,Acquaintance,Yes,1,2,-1
Male,White,24,San Francisco,California,Handgun,,No,1,2,-1
Female,White,26,Baltimore city,Maryland,Strangulation,,No,1,2,-1
Male,Black,23,Franklin,Ohio,Handgun,Stranger,Yes,1,2,-1
Male,Black,46,Dallas,Texas,Firearm,Stranger,Yes,0,2,-1
Male,Black,19,Monroe,New York,Handgun,,Yes,1,3,87
Male,White,58,Kennebec,Maine,Shotgun,Father,Yes,0,4,-1
Female,White,32,Los Angeles,California,Handgun,Girlfriend,Yes,1,2,-1
Male,White,21,Wyandotte,Kansas,Handgun,,No,1,2,-1
Male,Black,26,Riverside,California,Knife,Boyfriend,Yes,1,3,-1
Male,White,38,Josephine,Oregon,Rifle,Father,Yes,1,2,-1
Male,White,34,Santa Cruz,California,Knife,Friend,Yes,1,1,-1
Male,White,28,Westchester,New York,Handgun,,Yes,1,2,-1
Female,Native American/Alaska Native,15,Milwaukee,Wisconsin,Knife,Acquaintance,Yes,1,4,-1
Female,White,22,Kanawha,West Virginia,Fire,Wife,Yes,1,0,-1
Male,White,46,Westchester,New York,,,No,0,2,-1
Female,Black,29,Los Angeles,California,Knife,,No,1,2,-1
Male,Asian/Pacific Islander,17,Los Angeles,California,Handgun,Stranger,Yes,1,3,-1
Male,White,43,Washtenaw,Michigan,Handgun,Acquaintance,Yes,0,4,-1
Male,White,17,Maricopa,Arizona,Handgun,Stranger,Yes,1,2,65
Male,Black,26,Norfolk,Virginia,Handgun,Acquaintance,Yes,1,3,-1
Male,White,43,Jefferson,Kentucky,Knife,Brother,Yes,0,2,-1
Male,Black,99,New York,New York,Firearm,,No,0,2,-1
Male,Black,17,Erie,New York,Firearm,,No,1,3,-1
Male,White,25,Los Angeles,California,Knife,,No,1,2,35
Female,White,30,Green,Kentucky,Handgun,Acquaintance,Yes,1,0,-1
Male,Black,7,Hennepin,Minnesota,,Son,Yes,1,3,-1
Male,Black,99,Randolph,North Carolina,Handgun,Acquaintance,Yes,0,2,-1
Male,Black,25,Sangamon,Illinois,Handgun,,No,1,3,-1
Male,Black,23,Monroe,Mississippi,Handgun,Friend,Yes,1,3,-1
Female,White,30,Clinton,New York,Rifle,Wife,Yes,1,0,-1
Male,Black,75,Baltimore city,Maryland,Blunt Object,,Yes,0,2,-1
Female,Black,26,Montgomery,Mississippi,Shotgun,Acquaintance,Yes,1,2,-1
Female,Black,5,Galveston,Texas,Knife,,No,1,2,-1
Male,White,18,New York,New York,Handgun,Friend,No,1,2,-1
Male,Black,33,Wayne,Michigan,Handgun,Boyfriend,Yes,1,3,-1
Male,White,38,San Diego,California,Handgun,Acquaintance,Yes,1,2,73
Female,Black,60,Cook,Illinois,Knife,Mother,Yes,0,2,-1
Male,Black,42,Luzerne,Pennsylvania,Firearm,,No,1,2,-1
Male,Black,43,Philadelphia,Pennsylvania,Knife,,No,1,3,80
Male,White,23,Sedgwick,Kansas,Handgun,Acquaintance,Yes,1,1,-1
Male,Black,37,San Diego,California,Knife,,Yes,1,2,-1
Male,Black,19,York,South Carolina,Handgun,,No,1,4,-1
Male,Black,44,Quitman,Mississippi,Handgun,Acquaintance,Yes,1,3,-1
Male,Black,19,Passaic,New Jersey,Handgun,,No,1,2,-1
Female,White,42,Los Angeles,California,Handgun,Wife,Yes,0,2,-1
Male,White,33,Oklahoma,Oklahoma,Handgun,,Yes,1,2,74
Male,Black,31,Philadelphia,Pennsylvania,Handgun,,Yes,1,3,33
Male,Black,55,Orangeburg,South Carolina,Handgun,Acquaintance,Yes,0,3,-1
Female,White,58,Union,New Jersey,Blunt Object,Mother,Yes,0,2,-1
Male,Black,24,Lanier,Georgia,Knife,Acquaintance,Yes,1,3,-1
Male,White,26,Cook,Illinois,Rifle,Stranger,Yes,1,2,-1
Male,Black,15,Wayne,Michigan,Handgun,Acquaintance,Yes,1,3,17
Male,Black,59,Palm Beach,Florida,Handgun,,No,0,2,-1
Female,White,99,Manatee,Florida,Handgun,Wife,Yes,0,2,-1
Female,Black,51,New York,New York,Handgun,,No,0,2,-1
Male,Black,64,De Kalb,Georgia,Handgun,Acquaintance,Yes,0,2,-1
Male,Black,17,Washington,Louisiana,Handgun,Acquaintance,Yes,1,3,-1
Male,Black,22,Jefferson,Texas,Handgun,Acquaintance,Yes,1,2,-1
Male,White,81,Montgomery,Texas,Handgun,,No,0,2,-1
Male,White,28,Pueblo,Colorado,Knife,,No,1,1,-1
Male,Black,42,Cook,Illinois,Firearm,,Yes,1,3,85
Male,Black,19,Dallas,Texas,Handgun,Stranger,Yes,1,2,-1
Male,Black,26,Wayne,Michigan,Handgun,Acquaintance,Yes,1,3,17
Female,White,92,Vermilion,Illinois,Knife,,No,0,2,-1
Female,White,26,Bucks,Pennsylvania,Handgun,Acquaintance,Yes,1,2,-1
Male,Black,21,Philadelphia,Pennsylvania,Handgun,Acquaintance,Yes,1,3,33
Male,Black,26,Los Angeles,California,Handgun,,Yes,1,3,27
Male,Black,24,Duval,Florida,Handgun,,Yes,1,3,12
Male,White,49,Los Angeles,California,Knife,Stranger,Yes,0,2,-1
Male,Black,39,Cook,Illinois,Handgun,,Yes,1,3,28
Male,White,36,Tyler,Texas,Rifle,Friend,Yes,1,4,-1
Female,Black,37,New York,New York,Knife,Girlfriend,Yes,1,2,-1
Male,White,44,Lake,Ohio,Handgun,,No,0,2,-1
Male,White,0,Orange,California,Blunt Object,Son,Yes,1,2,-1
Male,White,24,Hidalgo,Texas,Knife,Family,Yes,1,2,-1
Male,White,38,Los Angeles,California,Knife,,No,1,2,35
Female,Black,28,St. Louis city,Missouri,Firearm,,No,1,2,-1
Male,White,28,Beaver,Utah,Handgun,Acquaintance,Yes,1,1,-1
Male,White,15,Dona Ana,New Mexico,Rifle,Acquaintance,Yes,1,4,-1
Female,Black,2,Gregg,Texas,Blunt Object,Daughter,Yes,1,2,-1
Male,Black,33,Essex,New Jersey,Handgun,,Yes,1,3,36
Male,White,47,Knox,Tennessee,,Acquaintance,Yes,0,2,-1
Male,Black,38,Middlesex,Massachusetts,Knife,Acquaintance,Yes,1,3,-1
Female,White,41,Mahoning,Ohio,Handgun,,No,0,2,-1
Male,Black,19,Douglas,Nebraska,Handgun,,No,1,2,-1
Female,Black,42,Pierce,Washington,Blunt Object,Girlfriend,Yes,0,0,-1
Male,White,36,Monroe,New York,Knife,,No,1,2,-1
Male,Black,51,Genesee,Michigan,Firearm,,No,0,2,-1
Male,Black,43,Mobile,Alabama,Handgun,Husband,Yes,1,2,-1
Male,White,29,Cook,Illinois,Handgun,,No,1,2,41
Female,White,41,Chambers,Texas,Handgun,Stranger,Yes,0,2,-1
Male,Asian/Pacific Islander,31,Sitka,Alaska,Handgun,,Yes,1,3,-1
Male,Black,38,Wayne,Michigan,Handgun,Acquaintance,Yes,1,3,17
Male,Black,19,Dallas,Texas,Handgun,,No,1,2,23
Female,White,22,Jefferson,Louisiana,Knife,,Yes,1,2,-1
Male,White,24,Pima,Arizona,Handgun,,No,1,2,-1
Male,White,21,Tulare,California,Handgun,,No,1,2,-1
Male,Black,17,Cross,Arkansas,Handgun,Acquaintance,Yes,1,3,-1
Male,White,20,Cook,Illinois,Firearm,,No,1,2,-1
Male,White,23,Harris,Texas,Knife,Acquaintance,Yes,1,2,72
Female,Black,24,San Diego,California,Handgun,Wife,Yes,1,2,-1
Male,White,36,Onondaga,New York,,Acquaintance,Yes,1,2,-1
Male,Black,18,Escambia,Florida,Firearm,,Yes,1,3,-1
Male,Black,37,Philadelphia,Pennsylvania,Handgun,,No,1,3,33
Male,White,29,New Haven,Connecticut,Handgun,Stranger,Yes,1,2,-1
Male,White,16,San Diego,California,Shotgun,Acquaintance,Yes,1,2,-1
Male,Black,26,Wayne,Michigan,Handgun,Son,Yes,1,3,-1
Male,Black,50,St. John the Baptist,Louisiana,Rifle,,Yes,0,4,-1
Female,White,26,San Diego,California,Handgun,Girlfriend,Yes,1,2,-1
Male,White,1,Los Angeles,California,Blunt Object,Son,Yes,1,2,-1
Female,White,41,Travis,Texas,Blunt Object,Girlfriend,Yes,0,2,-1
Male,Black,17,Prince George's,Maryland,Handgun,,No,1,3,57
Female,White,30,St. Louis city,Missouri,Firearm,Girlfriend,Yes,1,2,-1
Male,White,19,Fulton,Georgia,Knife,Stranger,No,1,2,-1
Male,Black,36,Harris,Texas,Handgun,Acquaintance,Yes,1,2,63
Male,White,37,New York,New York,Handgun,Stranger,No,1,2,19
Male,White,25,Los Angeles,California,Handgun,,No,1,2,16
Male,Native American/Alaska Native,44,Chelan,Washington,Handgun,Acquaintance,Yes,1,4,-1
Male,White,36,Hopewell,Virginia,Firearm,,Yes,1,1,-1
Male,White,55,Cook,Illinois,Shotgun,,No,0,2,-1
Female,Black,4,Ingham,Michigan,,Daughter,Yes,1,2,-1
Male,Black,22,Tulsa,Oklahoma,Handgun,,Yes,1,2,-1
Male,White,22,Lubbock,Texas,Firearm,Acquaintance,Yes,1,2,-1
Male,Black,23,Hinds,Mississippi,Rifle,Acquaintance,Yes,1,3,-1
Male,White,23,Dade,Florida,Handgun,Acquaintance,Yes,1,2,9
Male,White,21,Fresno,California,Handgun,,No,1,2,38
Male,Black,54,Ware,Georgia,Knife,Acquaintance,Yes,0,4,-1
Male,White,24,San Joaquin,California,Shotgun,Stranger,Yes,1,2,-1
Male,Black,7,Norfolk,Virginia,Gun,Acquaintance,Yes,1,3,-1
Male,Black,80,Mobile,Alabama,Knife,,No,0,2,-1
Male,Black,22,Jefferson,Kentucky,Handgun,,No,1,2,86
Female,White,80,Polk,Florida,Strangulation,Stranger,Yes,0,2,-1
Male,Black,62,Jefferson,Alabama,Shotgun,Neighbor,Yes,0,2,-1
Male,White,70,Franklin,Missouri,Rifle,Family,Yes,0,2,-1
Male,Black,18,Rockdale,Georgia,Handgun,Friend,Yes,1,3,-1
Male,Black,16,Fayette,Kentucky,Knife,Acquaintance,Yes,1,3,-1
Male,White,21,New York,New York,Handgun,,Yes,1,2,1
Male,Black,99,Knox,Tennessee,Shotgun,,Yes,0,2,-1
Female,White,29,East Baton Rouge,Louisiana,Handgun,Wife,Yes,1,4,-1
Male,Black,35,Richmond,Virginia,Handgun,,Yes,1,3,51
Male,Asian/Pacific Islander,34,Tarrant,Texas,Handgun,Stranger,Yes,1,2,-1
Female,Black,80,Philadelphia,Pennsylvania,Knife,,No,0,2,-1
Female,White,25,Santa Clara,California,Knife,Neighbor,Yes,1,2,-1
Female,Asian/Pacific Islander,47,Alameda,California,Blunt Object,,No,0,2,-1
Male,Black,29,Harris,Texas,Handgun,,No,1,2,63
Male,White,24,Orange,Florida,Knife,Stranger,Yes,1,2,-1
Male,Black,26,Mobile,Alabama,Rifle,Acquaintance,Yes,1,2,-1
Male,Black,23,Lee,Arkansas,Handgun,,Yes,1,2,-1
Male,Black,18,Pulaski,Arkansas,Knife,Acquaintance,Yes,1,2,-1
Female,Black,29,Orleans,Louisiana,Handgun,Acquaintance,Yes,1,2,-1
Male,Black,37,Rowan,North Carolina,,,No,1,2,-1
Male,Black,24,Fresno,California,Handgun,Acquaintance,Yes,1,2,-1
Male,White,99,Cass,Michigan,Handgun,,No,0,2,-1
Male,Black,33,De Kalb,Georgia,Handgun,,No,1,2,26
Male,Black,24,Bristol,Massachusetts,Handgun,,No,1,3,-1
Male,White,27,Carroll,Georgia,Handgun,Stepson,Yes,1,4,-1
Male,Black,24,Wayne,Michigan,Handgun,Acquaintance,Yes,1,3,17
Male,White,38,New York,New York,Handgun,,No,1,2,1
Male,Black,20,Suffolk,Massachusetts,Handgun,,No,1,2,-1
Male,Black,70,District of Columbia,District of Columbia,Knife,,No,0,2,-1
Male,Black,27,Cook,Illinois,Handgun,,No,1,3,28
Male,Black,35,Adams,Mississippi,Handgun,Stranger,Yes,1,2,-1
Male,Black,26,Mercer,New Jersey,Rifle,,No,1,3,-1
Female,White,21,Muscogee,Georgia,Shotgun,Wife,Yes,1,0,-1
Male,Black,24,Hennepin,Minnesota,Handgun,,No,1,3,64
Female,Black,43,Philadelphia,Pennsylvania,Knife,,No,0,2,-1
Male,White,63,El Paso,Texas,Knife,Acquaintance,Yes,0,4,-1
Male,Black,22,Fayette,Kentucky,Handgun,Friend,Yes,1,3,-1
Female,Black,0,New York,New York,,Acquaintance,Yes,1,2,-1
