Gender,Race,Age,City,State,Weapon,Relationship,Solved,KMeans_Cluster,GMM_Cluster,DBSCAN_Cluster
Male,Black,19,Davidson,Tennessee,Handgun,,Yes,1,3,66
Male,White,64,Henrico,Virginia,,,No,0,2,-1
Male,White,44,Knox,Kentucky,Handgun,Stepfather,Yes,0,4,-1
Male,Black,26,Halifax,Virginia,Rifle,In-Law,Yes,1,3,-1
Female,White,22,Honolulu,Hawaii,Blunt Object,Acquaintance,Yes,1,2,-1
Female,White,38,St. Mary's,Maryland,Blunt Object,Wife,Yes,0,0,-1
Female,White,25,Putnam,New York,Handgun,,No,1,0,-1
Female,Black,14,Los Angeles,California,Knife,Friend,Yes,1,2,-1
Male,Black,31,Shelby,Tennessee,Handgun,Husband,Yes,1,2,-1
Male,White,1,Cambria,Pennsylvania,Suffocation,Son,Yes,1,4,-1
Female,White,27,Orange,Florida,Handgun,,Yes,1,2,-1
Female,Black,32,Broward,Florida,Fire,,No,1,2,-1
Male,Black,28,Los Angeles,California,Handgun,Acquaintance,Yes,1,3,27
Male,Black,17,Alameda,California,Handgun,Stranger,Yes,1,2,-1
Male,Black,34,Jefferson,Alabama,Handgun,,No,1,2,53
Male,White,50,Los Angeles,California,Handgun,Acquaintance,No,0,2,16
Female,Black,27,Prince George's,Maryland,Handgun,Common-Law Wife,Yes,1,2,-1
Female,Black,34,Wayne,Michigan,Firearm,,No,1,2,-1
Male,Black,40,Jefferson,Texas,Handgun,,No,1,2,-1
Male,Black,51,Davidson,Tennessee,,,Yes,0,3,66
Male,Black,38,Cambria,Pennsylvania,Handgun,Stranger,Yes,1,4,-1
Male,Black,17,Los Angeles,California,Handgun,,Yes,1,3,27
Female,Black,32,Broward,Florida,Firearm,Wife,Yes,1,2,-1
Male,White,37,Los Angeles,California,Handgun,,No,1,2,16
Male,Black,26,Iredell,North Carolina,Handgun,Friend,Yes,1,3,-1
Male,White,27,Pima,Arizona,Knife,Acquaintance,Yes,1,2,-1
Female,Native American/Alaska Native,42,Anchorage,Alaska,Knife,Wife,Yes,0,4,-1
Male,Black,30,Gonzales,Texas,Blunt Object,,Yes,1,4,-1
Female,Black,37,Jackson,Missouri,Handgun,Stranger,Yes,1,2,-1
Female,White,52,Delaware,Pennsylvania,Suffocation,Mother,Yes,0,0,-1
Male,White,18,Wayne,Michigan,Knife,Acquaintance,Yes,1,2,-1
Male,White,24,Dade,Florida,Firearm,,Yes,1,2,43
Male,Black,23,Camden,New Jersey,Handgun,Stranger,Yes,1,3,-1
Male,White,28,Toombs,Georgia,Handgun,,No,1,4,-1
Male,White,14,Ada,Idaho,Handgun,Friend,Yes,1,1,-1
Female,Black,69,Caddo,Louisiana,Shotgun,In-Law,Yes,0,2,-1
Male,Black,26,St. Louis city,Missouri,,,No,1,2,47
Male,Black,63,Cook,Illinois,Handgun,,No,0,3,28
Male,Black,37,Wayne,Michigan,Firearm,,No,1,3,55
Female,,99,Kern,California,Strangulation,,No,0,2,-1
Male,Black,36,Los Angeles,California,Handgun,,Yes,1,3,27
Female,White,22,Prince George's,Maryland,Handgun,,No,1,2,-1
Male,White,35,New York,New York,Knife,,No,1,2,5
Male,Black,20,New York,New York,Handgun,,Yes,1,2,7
Female,White,35,Lane,Oregon,Handgun,Wife,Yes,1,2,-1
Male,White,26,Eddy,New Mexico,Handgun,,No,1,1,-1
Female,White,31,Middlesex,Massachusetts,Knife,Wife,Yes,1,0,-1
Male,White,25,New York,New York,Handgun,,No,1,2,1
Male,Black,16,Caddo,Louisiana,Handgun,Stranger,Yes,1,2,-1
Male,Black,38,Wayne,Michigan,Firearm,,Yes,1,3,55
Female,Black,0,San Bernardino,California,Blunt Object,Acquaintance,Yes,1,2,-1
Male,White,27,Los Angeles,California,Handgun,Stranger,Yes,1,2,2
Male,Black,38,Gregg,Texas,Handgun,Acquaintance,Yes,1,2,-1
Male,White,31,Washington,Wisconsin,Blunt Object,,Yes,1,4,-1
Male,Black,39,Knox,Tennessee,Handgun,Stranger,Yes,1,2,-1
Female,White,42,Franklin,Ohio,Blunt Object,Acquaintance,Yes,0,2,-1
Male,White,13,Henderson,Texas,Handgun,Acquaintance,Yes,1,1,-1
Male,White,18,Cook,Illinois,Knife,Friend,Yes,1,2,-1
Male,White,28,Wake,North Carolina,Knife,,Yes,1,1,-1
Male,,99,Pinal,Arizona,,,No,0,2,-1
Male,White,34,Houston,Alabama,Handgun,Acquaintance,Yes,1,4,-1
Male,Black,23,Alameda,California,Handgun,,No,1,2,4
Male,Black,30,Hillsborough,Florida,Handgun,,Yes,1,2,-1
Female,Black,18,Shelby,Tennessee,Shotgun,Friend,Yes,1,2,-1
Female,Black,42,Hennepin,Minnesota,Fire,,No,1,2,-1
Male,White,13,Riverside,California,Handgun,Friend,Yes,1,2,-1
Male,White,46,Franklin,Tennessee,Handgun,Acquaintance,Yes,0,2,-1
Female,White,1,Marion,Indiana,Blunt Object,,No,1,2,-1
Male,White,20,New York,New York,Handgun,,No,1,2,1
Male,Black,52,Cook,Illinois,Knife,Friend,Yes,0,3,-1
Male,Black,29,Pulaski,Arkansas,Handgun,,No,1,2,-1
Male,White,37,Mobile,Alabama,Rifle,Stranger,Yes,1,2,-1
Male,White,39,New York,New York,Rifle,,No,1,2,-1
Male,White,38,San Bernardino,California,Rifle,,Yes,1,2,-1
Male,White,32,Tarrant,Texas,Handgun,Stranger,Yes,1,2,-1
Female,White,39,Davidson,Tennessee,Firearm,Wife,Yes,0,2,-1
Female,White,42,Hartford,Connecticut,Strangulation,,No,0,0,-1
Male,White,99,Lee,Arkansas,Shotgun,,Yes,0,2,-1
Male,White,40,Erie,New York,Knife,Acquaintance,Yes,0,2,-1
Male,Asian/Pacific Islander,0,Middlesex,Massachusetts,Knife,Wife,Yes,1,1,-1
Male,White,35,Dade,Florida,Handgun,,No,1,2,9
Male,Black,29,Los Angeles,California,Handgun,,Yes,1,3,27
Female,White,46,Spokane,Washington,Firearm,Friend,Yes,0,2,-1
Male,Black,20,Los Angeles,California,Handgun,,Yes,1,3,27
Male,Black,18,Richmond,Virginia,Handgun,Acquaintance,Yes,1,3,51
Male,Black,31,Alameda,California,Handgun,Stranger,No,1,2,-1
Male,Black,30,Travis,Texas,Gun,Stranger,Yes,1,3,-1
Male,White,17,Los Angeles,California,Handgun,,Yes,1,2,16
Male,White,25,Norfolk,Virginia,Firearm,,No,1,4,-1
Male,White,24,King,Washington,Handgun,,No,1,2,-1
Female,Black,48,New Castle,Delaware,Blunt Object,Girlfriend,Yes,0,2,-1
Male,White,43,Philadelphia,Pennsylvania,Handgun,,No,0,2,44
Female,White,36,Portage,Wisconsin,,Neighbor,Yes,1,2,-1
Female,White,40,Harris,Texas,Suffocation,,No,0,2,-1
Female,White,27,Hardee,Florida,Knife,,Yes,1,0,-1
Male,Black,45,Wayne,Michigan,Shotgun,Acquaintance,Yes,1,3,-1
Female,Black,35,Los Angeles,California,Knife,Wife,Yes,1,2,-1
Male,,99,Franklin,Alabama,Blunt Object,,Yes,0,2,-1
Female,Black,25,Dyer,Tennessee,Knife,Wife,Yes,1,2,-1
Male,Black,51,Denver,Colorado,Knife,Boyfriend,Yes,0,3,-1
Male,White,23,Davidson,Tennessee,Rifle,,Yes,1,2,-1
Male,Black,28,Chatham,Georgia,Knife,Acquaintance,Yes,1,3,-1
Male,Black,22,Cook,Illinois,Handgun,,No,1,3,28
Male,Black,18,Clayton,Georgia,Handgun,Stranger,No,1,2,-1
Female,Asian/Pacific Islander,28,Clark,Nevada,Knife,Wife,Yes,1,2,-1
Male,White,35,Ector,Texas,Rifle,Acquaintance,Yes,1,1,-1
Male,Black,42,Orleans,Louisiana,Handgun,,No,1,2,22
Male,Black,34,Newton,Texas,Knife,Acquaintance,Yes,1,3,-1
Female,White,10,Dane,Wisconsin,Strangulation,Stranger,Yes,1,0,-1
Male,Black,18,Alameda,California,Handgun,Friend,Yes,1,2,-1
Male,Black,29,Cook,Illinois,Knife,Stranger,Yes,1,3,-1
Male,White,24,Madison,Tennessee,Knife,Stranger,Yes,1,2,-1
Male,Black,25,Mecklenburg,North Carolina,Blunt Object,Acquaintance,Yes,1,3,-1
Female,Black,25,Dallas,Texas,Handgun,,No,1,2,-1
Male,White,23,Fresno,California,Shotgun,,Yes,1,2,-1
Female,Black,34,Harris,Texas,Blunt Object,,No,1,2,-1
Male,White,15,Sacramento,California,Handgun,Stranger,Yes,1,2,-1
Female,White,30,Jefferson,Alabama,Blunt Object,,No,1,2,-1
Male,White,25,Maricopa,Arizona,Handgun,Acquaintance,Yes,1,2,84
Male,White,19,Bernalillo,New Mexico,Handgun,Stranger,Yes,1,2,-1
Male,White,20,Kleberg,Texas,Knife,Acquaintance,Yes,1,4,-1
Male,White,26,Wyandotte,Kansas,Firearm,,No,1,2,-1
Male,Black,27,Philadelphia,Pennsylvania,Knife,Boyfriend/Girlfriend,Yes,1,3,-1
Female,Black,5,Maricopa,Arizona,Blunt Object,,Yes,1,2,-1
Male,Black,27,Roanoke,Virginia,Firearm,,No,1,3,-1
Male,White,23,Fresno,California,Firearm,,No,1,2,-1
Male,Black,21,Lauderdale,Mississippi,Handgun,Acquaintance,Yes,1,2,-1
Male,White,18,Maricopa,Arizona,Handgun,,No,1,2,84
Female,White,32,Greenville,South Carolina,Knife,Wife,Yes,1,4,-1
Male,White,73,Marshall,Alabama,Blunt Object,Acquaintance,Yes,0,4,-1
Female,White,25,Carlton,Minnesota,Suffocation,Acquaintance,Yes,1,0,-1
Male,Black,22,Cook,Illinois,Handgun,,No,1,3,28
Male,White,55,Miami-Dade,Florida,Firearm,,No,0,4,-1
Female,Black,20,Spartanburg,South Carolina,Handgun,Wife,Yes,1,2,-1
Male,Black,16,Wayne,Michigan,Handgun,,Yes,1,3,17
Male,Black,28,Orleans,Louisiana,Handgun,,Yes,1,2,22
Male,White,57,Monroe,Indiana,Handgun,In-Law,Yes,0,4,-1
Male,Black,33,Baltimore city,Maryland,Handgun,,No,1,2,6
Female,Black,35,Marion,Indiana,Handgun,,No,1,2,-1
Male,Black,72,Philadelphia,Pennsylvania,Blunt Object,Acquaintance,Yes,0,3,-1
Male,Black,19,Pierce,Washington,Handgun,Acquaintance,Yes,1,3,-1
Male,Black,37,Alameda,California,Handgun,,Yes,1,2,4
Male,Black,30,St. Louis city,Missouri,Firearm,,No,1,2,69
Female,Black,15,Shelby,Tennessee,Handgun,Acquaintance,Yes,1,2,-1
Male,Black,27,Shelby,Tennessee,,Acquaintance,Yes,1,2,46
Female,White,0,York,South Carolina,Blunt Object,Daughter,Yes,1,0,-1
Male,White,49,Bergen,New Jersey,Blunt Object,Acquaintance,Yes,0,4,-1
Male,White,38,McCreary,Kentucky,Shotgun,Acquaintance,No,1,4,-1
Male,Black,43,Portsmouth,Virginia,Firearm,,No,1,3,-1
Female,White,99,Buckingham,Virginia,Blunt Object,Girlfriend,Yes,0,2,-1
Female,Black,18,Milwaukee,Wisconsin,Handgun,,Yes,1,2,-1
Male,Black,19,Guilford,North Carolina,Shotgun,Friend,Yes,1,2,-1
Male,Native American/Alaska Native,28,McKinley,New Mexico,Knife,,No,1,4,-1
Male,White,24,Los Angeles,California,Handgun,,No,1,2,16
Male,White,64,Riverside,California,Handgun,Employer,Yes,0,2,-1
Female,White,40,Randolph,North Carolina,Handgun,Stranger,Yes,0,2,-1
Male,Black,35,New York,New York,Firearm,,No,1,2,8
Male,Black,24,Newport News,Virginia,Handgun,Acquaintance,Yes,1,3,-1
Male,White,39,Shelby,Tennessee,Handgun,Stranger,Yes,1,2,-1
Male,Black,28,Orleans,Louisiana,Handgun,,No,1,2,22
Female,White,25,Providence,Rhodes Island,Firearm,,Yes,1,0,-1
Male,Asian/Pacific Islander,60,Philadelphia,Pennsylvania,Handgun,,No,0,3,-1
Male,White,18,San Diego,California,Knife,,Yes,1,2,-1
Female,White,22,Los Angeles,California,Knife,,No,1,2,-1
Male,Black,25,St. Louis city,Missouri,Handgun,,No,1,2,47
Male,Black,36,Richmond,Virginia,Shotgun,,No,1,3,-1
Male,Black,37,Dauphin,Pennsylvania,Handgun,Husband,Yes,1,3,-1
Male,White,83,Florence,South Carolina,Handgun,Stranger,Yes,0,2,-1
Male,White,29,Los Angeles,California,Handgun,,Yes,1,2,16
Male,White,0,Clark,Nevada,Blunt Object,Son,Yes,1,2,-1
Male,White,26,Clark,Nevada,Handgun,,Yes,1,2,78
Female,White,0,Adams,Colorado,Blunt Object,Daughter,Yes,1,2,-1
Male,White,17,Monterey,California,Handgun,,No,1,1,-1
Male,White,36,Contra Costa,California,Shotgun,Friend,Yes,1,2,-1
Male,Black,25,Cook,Illinois,Handgun,,No,1,3,28
Male,Black,42,Camden,New Jersey,Knife,,No,1,3,-1
Female,White,29,Tarrant,Texas,Blunt Object,Acquaintance,Yes,1,2,-1
Female,Black,30,Albany,New York,Handgun,Girlfriend,Yes,1,2,-1
Male,White,57,Los Angeles,California,Knife,Stranger,Yes,0,2,-1
Male,Black,26,Milwaukee,Wisconsin,Handgun,Husband,Yes,1,2,-1
Male,White,41,Montgomery,Texas,Shotgun,,No,0,2,-1
Male,White,53,Ferry,Washington,Handgun,Neighbor,Yes,0,4,-1
Male,White,20,Santa Clara,California,Handgun,Stranger,Yes,1,2,-1
Female,Black,26,Philadelphia,Pennsylvania,Strangulation,,No,1,2,-1
Female,White,2,San Diego,California,Blunt Object,Daughter,Yes,1,2,-1
Male,Black,25,St. Lucie,Florida,Handgun,,Yes,1,3,-1
Male,Black,33,New York,New York,Knife,,No,1,2,18
Male,White,77,Bexar,Texas,Knife,,No,0,2,-1
Male,Black,30,Cook,Illinois,Handgun,,No,1,3,28
Female,White,1,Miami,Ohio,Blunt Object,Acquaintance,Yes,1,0,-1
Male,Black,32,Cook,Illinois,,,Yes,1,3,28
Male,White,40,Wayne,Michigan,Handgun,Husband,Yes,1,2,-1
Male,Black,32,Yadkin,North Carolina,Shotgun,In-Law,Yes,1,3,-1
Male,Black,19,Crittenden,Arkansas,Handgun,Acquaintance,Yes,1,3,-1
Male,White,61,New Haven,Connecticut,Knife,Acquaintance,Yes,0,2,-1
Male,Black,41,Warren,North Carolina,,,No,1,3,-1
Male,White,32,Wilbarger,Texas,Firearm,Acquaintance,Yes,1,1,-1
Male,Black,22,Alameda,California,Rifle,Acquaintance,Yes,1,2,-1
Female,White,80,Cook,Illinois,Strangulation,,No,0,2,-1
Female,White,39,Baltimore,Maryland,Handgun,Ex-Wife,Yes,0,0,-1
Female,White,21,Philadelphia,Pennsylvania,Handgun,Family,Yes,1,2,-1
Male,Black,20,Richmond,Virginia,Firearm,,Yes,1,3,-1
Male,White,70,Bucks,Pennsylvania,Knife,Father,Yes,0,2,-1
Male,Black,30,Cook,Illinois,Handgun,,No,1,3,28
Male,White,25,San Bernardino,California,Handgun,Acquaintance,Yes,1,2,61
Male,Black,25,Richmond,Virginia,Handgun,,No,1,3,51
Male,Black,25,Contra Costa,California,Handgun,,No,1,2,-1
Male,White,68,San Bernardino,California,Knife,Acquaintance,Yes,0,2,-1
Male,,31,New Haven,Connecticut,Firearm,,Yes,1,2,-1
Female,White,56,Walworth,Wisconsin,,Girlfriend,Yes,0,4,-1
Male,White,57,Sonoma,California,Blunt Object,,No,0,4,-1
Female,White,61,Bexar,Texas,Knife,Acquaintance,Yes,0,2,-1
Female,Black,44,Marlboro,South Carolina,Shotgun,Wife,Yes,0,4,-1
Male,White,66,New Haven,Connecticut,Handgun,Stranger,Yes,0,2,-1
Male,Black,41,King,Washington,Knife,,No,1,2,-1
Male,Black,23,Miami-Dade,Florida,Firearm,,No,1,3,-1
Male,White,34,Fresno,California,Knife,,Yes,1,2,-1
Male,Black,36,Madison,Tennessee,Firearm,,Yes,1,3,-1
Female,White,22,Contra Costa,California,Handgun,Stranger,Yes,1,2,-1
Male,White,26,New York,New York,Handgun,,Yes,1,2,1
Male,White,17,Los Angeles,California,Handgun,,No,1,2,16
Female,White,18,Hudson,New Jersey,Knife,Acquaintance,Yes,1,4,-1
Male,White,48,Suffolk,Massachusetts,Blunt Object,Stranger,Yes,0,2,-1
Male,White,46,Pinellas,Florida,Firearm,,No,0,2,-1
Male,Black,19,Montgomery,Ohio,Handgun,Stranger,Yes,1,2,-1
Female,Black,26,Iberia,Louisiana,Knife,Girlfriend,Yes,1,0,-1
Male,Black,36,Oklahoma,Oklahoma,Handgun,,No,1,3,-1
Male,Black,75,New Hanover,North Carolina,,Acquaintance,Yes,0,2,-1
Male,Black,25,Alameda,California,Handgun,,No,1,2,4
Female,White,70,DeSoto,Mississippi,Handgun,,No,0,2,-1
Male,White,54,Fulton,Georgia,Handgun,,No,0,2,-1
Male,,26,Merced,California,Knife,Stranger,Yes,1,1,-1
Male,White,31,Ellis,Texas,Shotgun,In-Law,Yes,1,4,-1
Male,Black,30,Dade,Florida,Blunt Object,,No,1,2,-1
Male,Black,23,New York,New York,Knife,Acquaintance,Yes,1,2,18
Male,Black,25,Wayne,Michigan,Firearm,,No,1,3,55
Female,Black,70,Burke,Georgia,Firearm,Brother,Yes,0,2,-1
Male,Black,24,St. Louis city,Missouri,Handgun,,No,1,2,47
Female,Black,1,Bowie,Texas,Blunt Object,Daughter,Yes,1,2,-1
Male,Black,20,San Diego,California,Handgun,Acquaintance,Yes,1,2,-1
Male,White,80,San Bernardino,California,Handgun,Stranger,Yes,0,2,-1
Male,White,24,Cook,Illinois,Blunt Object,,Yes,1,2,-1
Female,White,31,Pulaski,Arkansas,Knife,Acquaintance,Yes,1,2,-1
Female,Black,87,Adams,Mississippi,Fire,Stranger,Yes,0,2,-1
Male,White,23,Maricopa,Arizona,Strangulation,,No,1,2,-1
Male,Black,29,Durham,North Carolina,Rifle,Acquaintance,Yes,1,3,-1
Male,White,42,Juneau,Alaska,Handgun,,No,0,4,-1
Male,Black,18,Alameda,California,Firearm,Stranger,Yes,1,2,-1
Male,Black,50,New York,New York,Handgun,,No,0,2,7
Male,Black,26,Jefferson,Kentucky,Handgun,,Yes,1,2,86
Male,Black,45,Potter,Texas,Handgun,Acquaintance,Yes,1,4,-1
Male,White,44,Grays Harbor,Washington,Knife,In-Law,Yes,0,2,-1
Female,White,21,Sacramento,California,Knife,Girlfriend,Yes,1,2,-1
Male,Black,22,Allen,Indiana,Firearm,,No,1,2,-1
Male,Black,18,District of Columbia,District of Columbia,Handgun,,No,1,2,14
Male,White,34,Wayne,Michigan,Handgun,,No,1,2,-1
Female,Black,22,Cook,Illinois,Handgun,Acquaintance,Yes,1,2,-1
Male,White,41,Richmond,Virginia,Firearm,,Yes,0,2,-1
Female,White,99,Clark,Indiana,Knife,,Yes,0,2,-1
Male,White,25,Knox,Tennessee,Handgun,Stranger,Yes,1,2,-1
Female,Black,34,San Diego,California,Strangulation,Stranger,No,1,2,-1
Male,Black,31,Florence,South Carolina,Knife,Acquaintance,Yes,1,2,-1
Female,White,37,Mecklenburg,North Carolina,Blunt Object,,No,0,2,-1
Female,White,40,Wayne,Michigan,Knife,Stranger,Yes,0,2,-1
Female,Native American/Alaska Native,3,Maricopa,Arizona,Blunt Object,Family,Yes,1,4,-1
Female,White,12,Stark,Ohio,Strangulation,,No,1,0,-1
Male,White,30,Cameron,Texas,Blunt Object,Acquaintance,Yes,1,1,-1
Male,Black,35,St. Louis city,Missouri,,,No,1,2,47
Male,White,28,Brevard,Florida,Handgun,,Yes,1,2,-1
Female,White,27,Clark,Nevada,Handgun,Acquaintance,Yes,1,2,-1
Female,White,38,New York,New York,Handgun,,Yes,1,2,-1
Male,White,24,Lehigh,Pennsylvania,,Friend,Yes,1,2,-1
Male,Black,32,East Baton Rouge,Louisiana,Handgun,Stranger,Yes,1,3,-1
Male,White,30,Union,New Jersey,Handgun,Stranger,Yes,1,2,-1
Female,Asian/Pacific Islander,42,Worcester,Massachusetts,Knife,Wife,Yes,0,4,-1
Male,Black,5,Los Angeles,California,Handgun,Son,Yes,1,3,-1
Male,Black,16,Orange,Florida,Handgun,,Yes,1,2,-1
Female,Black,20,Suffolk,Massachusetts,Firearm,,No,1,2,-1
Male,Black,72,Hillsborough,Florida,Firearm,,No,0,2,-1
Male,White,24,Los Angeles,California,Knife,Stranger,Yes,1,2,-1
Male,Black,38,Orleans,Louisiana,Handgun,Acquaintance,Yes,1,2,22
Male,Black,71,Richmond,Georgia,Strangulation,,No,0,2,-1
Male,White,21,Hillsborough,New Hampshire,Firearm,Stranger,Yes,1,2,-1
Male,Black,18,Orleans,Louisiana,Rifle,Acquaintance,Yes,1,2,-1
Male,Black,20,Mercer,New Jersey,Handgun,Acquaintance,Yes,1,3,-1
Female,Black,20,Henrico,Virginia,Knife,Stranger,Yes,1,2,-1
Male,Black,38,Alameda,California,Firearm,,No,1,2,-1
Male,Black,26,Baltimore city,Maryland,Handgun,,No,1,2,6
Male,White,21,San Diego,California,Handgun,,No,1,2,73
Male,White,34,Jackson,Missouri,Handgun,Stranger,Yes,1,2,-1
Female,Black,50,Barrow,Georgia,Knife,Acquaintance,Yes,0,0,-1
Male,White,46,Suffolk,New York,Knife,Acquaintance,Yes,0,4,-1
Male,White,39,Los Angeles,California,Handgun,,No,1,2,16
Male,Black,24,Hinds,Mississippi,Handgun,Boyfriend,Yes,1,3,-1
Male,White,22,Franklin,Washington,Handgun,Family,Yes,1,2,-1
Female,Black,16,Hartford,Connecticut,Handgun,Wife,Yes,1,0,-1
Female,White,45,Hamilton,Tennessee,Blunt Object,Wife,Yes,0,2,-1
Male,White,25,Wayne,Michigan,Handgun,Stranger,Yes,1,2,-1
Male,Black,24,Marion,Indiana,Handgun,Acquaintance,Yes,1,2,13
Male,White,46,Macomb,Michigan,Knife,,Yes,0,1,-1
Female,White,78,Los Angeles,California,,Stranger,No,0,2,-1
Male,Black,15,Pierce,Washington,Handgun,Acquaintance,Yes,1,3,-1
Male,White,38,Pierce,Washington,Knife,Acquaintance,Yes,1,1,-1
Male,Black,37,Dauphin,Pennsylvania,Handgun,,No,1,3,-1
Female,Black,23,Suffolk,Massachusetts,Firearm,,No,1,2,-1
Male,White,33,New York,New York,Knife,Family,Yes,1,2,-1
Male,White,88,St. Louis city,Missouri,Blunt Object,Stranger,Yes,0,2,-1
Male,White,29,Ector,Texas,Handgun,Family,Yes,1,1,-1
Male,White,33,Bernalillo,New Mexico,Knife,,Yes,1,2,-1
Male,Black,20,Cook,Illinois,Handgun,,No,1,3,28
Male,White,31,Philadelphia,Pennsylvania,Handgun,Boyfriend,Yes,1,4,-1
Male,Black,53,Jackson,Missouri,Firearm,,Yes,0,2,-1
Male,Black,2,Colquitt,Georgia,Blunt Object,Son,Yes,1,3,-1
Male,White,58,Wayne,Michigan,Rifle,,Yes,0,2,-1
Male,White,58,New York,New York,Handgun,Stranger,No,0,2,19
Female,Black,44,Cuyahoga,Ohio,Handgun,Acquaintance,Yes,1,2,-1
Male,Black,31,Arlington,Virginia,Handgun,Stranger,Yes,1,2,-1
Female,Black,40,Pinellas,Florida,Handgun,,Yes,1,2,-1
Male,White,62,Fayette,West Virginia,Handgun,Acquaintance,Yes,0,4,-1
Male,Black,15,Milwaukee,Wisconsin,Handgun,Acquaintance,Yes,1,2,30
Male,Black,31,Genesee,Michigan,Rifle,,No,1,2,-1
Male,White,29,Dade,Florida,Handgun,,Yes,1,2,9
Female,Black,22,Marion,Indiana,Handgun,,No,1,2,-1
Male,Black,65,Delaware,Pennsylvania,Shotgun,Stranger,Yes,0,3,-1
Female,Black,17,Mobile,Alabama,Handgun,Stranger,Yes,1,2,-1
Male,White,39,Schuylkill,Pennsylvania,Handgun,Daughter,Yes,1,1,-1
Female,White,0,Marion,Indiana,Blunt Object,Daughter,Yes,1,2,-1
Female,White,54,Los Angeles,California,Handgun,,Yes,0,2,-1
Male,Black,31,San Diego,California,Rifle,Acquaintance,Yes,1,2,-1
Male,Black,41,Philadelphia,Pennsylvania,Handgun,Acquaintance,Yes,1,3,33
Male,Black,99,District of Columbia,District of Columbia,Handgun,,No,0,2,-1
Male,Black,33,Shelby,Tennessee,Knife,Family,Yes,1,2,-1
Male,Black,19,Jackson,Missouri,Firearm,,Yes,1,2,83
Female,White,1,Columbia,Georgia,Blunt Object,,Yes,1,2,-1
Male,Black,26,Montgomery,Alabama,Handgun,Acquaintance,Yes,1,2,-1
Male,White,32,Los Angeles,California,Handgun,,No,1,2,16
Male,White,25,Fresno,California,Handgun,Stranger,Yes,1,2,-1
Male,Black,39,Cook,Illinois,Knife,Boyfriend,Yes,1,3,-1
Male,Black,21,Allegheny,Pennsylvania,Gun,,No,1,3,-1
Female,White,22,Montgomery,Ohio,Shotgun,Girlfriend,Yes,1,2,-1
Male,Black,20,Jackson,Missouri,Firearm,,No,1,2,83
Male,White,61,Martin,Texas,Blunt Object,,Yes,0,2,-1
Male,Black,25,St. Louis city,Missouri,Handgun,Acquaintance,Yes,1,2,47
Male,Black,44,Genesee,Michigan,Knife,,No,1,2,-1
Male,White,19,Saginaw,Michigan,Rifle,Stranger,Yes,1,2,-1
Female,White,39,Talladega,Alabama,Shotgun,Stranger,Yes,0,0,-1
Male,White,43,Philadelphia,Pennsylvania,Handgun,,No,0,2,44
Male,Black,53,Jefferson,Kentucky,Handgun,,No,0,2,-1
Female,Black,25,Craven,North Carolina,Handgun,Wife,Yes,1,2,-1
Female,White,23,Stafford,Virginia,Handgun,Wife,Yes,1,0,-1
Male,Black,29,Pulaski,Arkansas,Handgun,Acquaintance,Yes,1,2,-1
Male,White,32,Wayne,North Carolina,Handgun,,No,1,2,-1
Male,Black,49,Essex,New Jersey,Handgun,Acquaintance,Yes,0,3,36
Male,Black,15,Philadelphia,Pennsylvania,Handgun,Acquaintance,Yes,1,3,33
Female,White,0,Marion,Indiana,Blunt Object,,No,1,2,-1
Male,Black,29,Orleans,Louisiana,Knife,Brother,Yes,1,2,-1
Male,Black,17,Orleans,Louisiana,Handgun,,Yes,1,2,22
Male,White,23,Palm Beach,Florida,Shotgun,,Yes,1,2,-1
Male,Black,1,Hennepin,Minnesota,Blunt Object,Son,Yes,1,3,-1
Male,White,63,Santa Barbara,California,Knife,Acquaintance,Yes,0,2,-1
Female,White,49,Dallas,Texas,Knife,,No,0,2,-1
Male,Asian/Pacific Islander,18,Philadelphia,Pennsylvania,Handgun,,Yes,1,3,-1
Female,White,65,Galveston,Texas,Knife,Stepmother,Yes,0,2,-1
Female,Black,17,Lake,Indiana,Knife,,No,1,2,-1
Male,Black,40,New York,New York,Knife,Stranger,Yes,1,2,-1
Male,White,28,New York,New York,Knife,,Yes,1,2,5
Male,White,57,Essex,New Jersey,Handgun,,No,0,2,-1
Female,White,44,Maricopa,Arizona,Handgun,Common-Law Wife,Yes,0,2,-1
Female,White,41,DeKalb,Illinois,Blunt Object,Neighbor,Yes,0,0,-1
Female,White,26,Gregg,Texas,Shotgun,,No,1,2,-1
Male,Black,31,Los Angeles,California,Rifle,,No,1,3,-1
Female,Black,25,Milwaukee,Wisconsin,Shotgun,,No,1,2,-1
Male,Black,30,District of Columbia,District of Columbia,Knife,,No,1,2,-1
Male,White,35,Riverside,California,Rifle,Acquaintance,Yes,1,2,-1
Male,White,26,Contra Costa,California,Handgun,Acquaintance,Yes,1,2,-1
Male,Black,54,Polk,Florida,Handgun,Friend,Yes,0,2,-1
Male,Black,24,Jefferson,Arkansas,Handgun,,No,1,2,-1
Male,Black,23,Cook,Illinois,Handgun,Stranger,Yes,1,3,24
Female,White,21,Kenosha,Wisconsin,Handgun,Sister,Yes,1,0,-1
Female,Black,21,Harris,Texas,Handgun,,Yes,1,2,-1
Male,Black,14,Allegheny,Pennsylvania,Handgun,,No,1,2,32
Male,White,35,Dade,Florida,Firearm,,Yes,1,2,43
Female,White,35,Clark,Illinois,Shotgun,Girlfriend,Yes,1,2,-1
